Year,ID,Group,Value,Measure
1992,S08000032,10 to 13,414,Gestation
1992,S08000024,10 to 13,672,Gestation
1992,S08000031,10 to 13,867,Gestation
1993,S00000000,10 to 13,4,Gestation
1993,S08000025,10 to 13,31,Gestation
1993,S08000016,10 to 13,56,Gestation
1993,S08000017,10 to 13,76,Gestation
1993,S08000029,10 to 13,223,Gestation
1993,S08000022,10 to 13,238,Gestation
1993,S08000019,10 to 13,253,Gestation
1993,S08000030,10 to 13,257,Gestation
1993,S08000032,10 to 13,342,Gestation
1993,S08000015,10 to 13,350,Gestation
1993,S08000020,10 to 13,384,Gestation
1993,S08000024,10 to 13,632,Gestation
1993,S08000031,10 to 13,831,Gestation
1994,S00000000,10 to 13,11,Gestation
1994,S08000025,10 to 13,35,Gestation
1994,S08000016,10 to 13,66,Gestation
1994,S08000017,10 to 13,89,Gestation
1994,S08000022,10 to 13,190,Gestation
1994,S08000030,10 to 13,208,Gestation
1994,S08000029,10 to 13,212,Gestation
1994,S08000019,10 to 13,272,Gestation
1994,S08000032,10 to 13,340,Gestation
1994,S08000020,10 to 13,363,Gestation
1994,S08000015,10 to 13,387,Gestation
1994,S08000024,10 to 13,641,Gestation
1994,S08000031,10 to 13,871,Gestation
1995,S00000000,10 to 13,6,Gestation
1995,S08000025,10 to 13,21,Gestation
1995,S08000016,10 to 13,50,Gestation
1995,S08000017,10 to 13,61,Gestation
1995,S08000022,10 to 13,155,Gestation
1995,S08000029,10 to 13,180,Gestation
1995,S08000030,10 to 13,212,Gestation
1995,S08000019,10 to 13,216,Gestation
1995,S08000020,10 to 13,242,Gestation
1995,S08000015,10 to 13,342,Gestation
1995,S08000032,10 to 13,378,Gestation
1995,S08000024,10 to 13,623,Gestation
1995,S08000031,10 to 13,913,Gestation
1996,S00000000,10 to 13,8,Gestation
1996,S08000017,10 to 13,51,Gestation
1996,S08000016,10 to 13,53,Gestation
1996,S08000022,10 to 13,178,Gestation
1996,S08000030,10 to 13,202,Gestation
1996,S08000029,10 to 13,212,Gestation
1996,S08000019,10 to 13,228,Gestation
1996,S08000020,10 to 13,274,Gestation
1996,S08000032,10 to 13,358,Gestation
1996,S08000015,10 to 13,401,Gestation
1996,S08000024,10 to 13,651,Gestation
1996,S08000031,10 to 13,1074,Gestation
1996,S08000025,10 to 13,*,Gestation
1997,S00000000,10 to 13,6,Gestation
1997,S08000025,10 to 13,24,Gestation
1997,S08000016,10 to 13,40,Gestation
1997,S08000017,10 to 13,92,Gestation
1997,S08000019,10 to 13,186,Gestation
1997,S08000022,10 to 13,195,Gestation
1997,S08000030,10 to 13,196,Gestation
1997,S08000020,10 to 13,241,Gestation
1997,S08000029,10 to 13,243,Gestation
1997,S08000015,10 to 13,395,Gestation
1997,S08000032,10 to 13,477,Gestation
1997,S08000024,10 to 13,751,Gestation
1997,S08000031,10 to 13,1110,Gestation
1998,S00000000,10 to 13,4,Gestation
1998,S08000025,10 to 13,16,Gestation
1998,S08000016,10 to 13,45,Gestation
1998,S08000017,10 to 13,86,Gestation
1998,S08000019,10 to 13,172,Gestation
1998,S08000022,10 to 13,221,Gestation
1998,S08000030,10 to 13,224,Gestation
1998,S08000020,10 to 13,247,Gestation
1998,S08000029,10 to 13,254,Gestation
1998,S08000015,10 to 13,395,Gestation
1998,S08000032,10 to 13,484,Gestation
1998,S08000024,10 to 13,788,Gestation
1998,S08000031,10 to 13,1019,Gestation
1999,S00000000,10 to 13,6,Gestation
1999,S08000025,10 to 13,19,Gestation
1999,S08000016,10 to 13,33,Gestation
1999,S08000017,10 to 13,67,Gestation
1999,S08000030,10 to 13,154,Gestation
1999,S08000029,10 to 13,174,Gestation
1999,S08000019,10 to 13,184,Gestation
1999,S08000020,10 to 13,199,Gestation
1999,S08000022,10 to 13,206,Gestation
1999,S08000015,10 to 13,357,Gestation
1999,S08000032,10 to 13,376,Gestation
1999,S08000024,10 to 13,727,Gestation
1999,S08000031,10 to 13,806,Gestation
2000,S00000000,10 to 13,6,Gestation
2000,S08000016,10 to 13,37,Gestation
2000,S08000017,10 to 13,94,Gestation
2000,S08000029,10 to 13,159,Gestation
2000,S08000030,10 to 13,164,Gestation
2000,S08000019,10 to 13,174,Gestation
2000,S08000022,10 to 13,188,Gestation
2000,S08000020,10 to 13,245,Gestation
2000,S08000032,10 to 13,338,Gestation
2000,S08000015,10 to 13,352,Gestation
2000,S08000024,10 to 13,690,Gestation
2000,S08000031,10 to 13,799,Gestation
2000,S08000025,10 to 13,*,Gestation
2001,S00000000,10 to 13,2,Gestation
2001,S08000025,10 to 13,17,Gestation
2001,S08000016,10 to 13,26,Gestation
2001,S08000017,10 to 13,69,Gestation
2001,S08000019,10 to 13,137,Gestation
2001,S08000030,10 to 13,150,Gestation
2001,S08000029,10 to 13,157,Gestation
2001,S08000022,10 to 13,191,Gestation
2001,S08000015,10 to 13,317,Gestation
2001,S08000020,10 to 13,403,Gestation
2001,S08000032,10 to 13,406,Gestation
2001,S08000024,10 to 13,656,Gestation
2001,S08000031,10 to 13,823,Gestation
2002,S00000000,10 to 13,3,Gestation
2002,S08000025,10 to 13,26,Gestation
2002,S08000016,10 to 13,30,Gestation
2002,S08000017,10 to 13,68,Gestation
2002,S08000022,10 to 13,145,Gestation
2002,S08000019,10 to 13,146,Gestation
2002,S08000029,10 to 13,165,Gestation
2002,S08000030,10 to 13,170,Gestation
2002,S08000015,10 to 13,263,Gestation
2002,S08000032,10 to 13,365,Gestation
2002,S08000024,10 to 13,569,Gestation
2002,S08000020,10 to 13,577,Gestation
2002,S08000031,10 to 13,737,Gestation
2003,S00000000,10 to 13,4,Gestation
2003,S08000025,10 to 13,32,Gestation
2003,S08000016,10 to 13,34,Gestation
2003,S08000017,10 to 13,81,Gestation
2003,S08000019,10 to 13,140,Gestation
2003,S08000030,10 to 13,178,Gestation
2003,S08000029,10 to 13,179,Gestation
2003,S08000022,10 to 13,185,Gestation
2003,S08000015,10 to 13,250,Gestation
2003,S08000032,10 to 13,389,Gestation
2003,S08000020,10 to 13,505,Gestation
2003,S08000024,10 to 13,649,Gestation
2003,S08000031,10 to 13,718,Gestation
2004,S00000000,10 to 13,4,Gestation
2004,S08000025,10 to 13,27,Gestation
2004,S08000016,10 to 13,29,Gestation
2004,S08000017,10 to 13,66,Gestation
2004,S08000029,10 to 13,159,Gestation
2004,S08000022,10 to 13,163,Gestation
2004,S08000030,10 to 13,163,Gestation
2004,S08000019,10 to 13,164,Gestation
2004,S08000015,10 to 13,248,Gestation
2004,S08000020,10 to 13,416,Gestation
2004,S08000032,10 to 13,493,Gestation
2004,S08000024,10 to 13,627,Gestation
2004,S08000031,10 to 13,733,Gestation
2005,S00000000,10 to 13,3,Gestation
2005,S08000025,10 to 13,13,Gestation
2005,S08000016,10 to 13,27,Gestation
2005,S08000017,10 to 13,57,Gestation
2005,S08000019,10 to 13,126,Gestation
2005,S08000029,10 to 13,157,Gestation
2005,S08000022,10 to 13,164,Gestation
2005,S08000030,10 to 13,194,Gestation
2005,S08000020,10 to 13,310,Gestation
2005,S08000015,10 to 13,324,Gestation
2005,S08000032,10 to 13,518,Gestation
2005,S08000031,10 to 13,672,Gestation
2005,S08000024,10 to 13,708,Gestation
2006,S00000000,10 to 13,5,Gestation
2006,S08000025,10 to 13,16,Gestation
2006,S08000016,10 to 13,32,Gestation
2006,S08000017,10 to 13,75,Gestation
2006,S08000022,10 to 13,158,Gestation
2006,S08000019,10 to 13,161,Gestation
2006,S08000029,10 to 13,228,Gestation
2006,S08000030,10 to 13,243,Gestation
2006,S08000015,10 to 13,246,Gestation
2006,S08000020,10 to 13,340,Gestation
2006,S08000032,10 to 13,493,Gestation
2006,S08000024,10 to 13,643,Gestation
2006,S08000031,10 to 13,740,Gestation
2007,S00000000,10 to 13,4,Gestation
2007,S08000025,10 to 13,21,Gestation
2007,S08000016,10 to 13,25,Gestation
2007,S08000017,10 to 13,74,Gestation
2007,S08000022,10 to 13,136,Gestation
2007,S08000019,10 to 13,153,Gestation
2007,S08000029,10 to 13,197,Gestation
2007,S08000015,10 to 13,222,Gestation
2007,S08000030,10 to 13,307,Gestation
2007,S08000020,10 to 13,392,Gestation
2007,S08000032,10 to 13,434,Gestation
2007,S08000024,10 to 13,658,Gestation
2007,S08000031,10 to 13,708,Gestation
2008,S00000000,10 to 13,4,Gestation
2008,S08000016,10 to 13,17,Gestation
2008,S08000025,10 to 13,18,Gestation
2008,S08000017,10 to 13,79,Gestation
2008,S08000022,10 to 13,134,Gestation
2008,S08000019,10 to 13,168,Gestation
2008,S08000032,10 to 13,244,Gestation
2008,S08000029,10 to 13,250,Gestation
2008,S08000015,10 to 13,257,Gestation
2008,S08000030,10 to 13,275,Gestation
2008,S08000020,10 to 13,344,Gestation
2008,S08000031,10 to 13,679,Gestation
2008,S08000024,10 to 13,763,Gestation
2009,S00000000,10 to 13,4,Gestation
2009,S08000016,10 to 13,17,Gestation
2009,S08000017,10 to 13,63,Gestation
2009,S08000022,10 to 13,123,Gestation
2009,S08000019,10 to 13,156,Gestation
2009,S08000029,10 to 13,175,Gestation
2009,S08000015,10 to 13,185,Gestation
2009,S08000020,10 to 13,230,Gestation
2009,S08000032,10 to 13,237,Gestation
2009,S08000030,10 to 13,277,Gestation
2009,S08000024,10 to 13,508,Gestation
2009,S08000031,10 to 13,565,Gestation
2009,S08000025,10 to 13,*,Gestation
2010,S00000000,10 to 13,3,Gestation
2010,S08000025,10 to 13,8,Gestation
2010,S08000016,10 to 13,30,Gestation
2010,S08000017,10 to 13,63,Gestation
2010,S08000022,10 to 13,108,Gestation
2010,S08000019,10 to 13,162,Gestation
2010,S08000029,10 to 13,194,Gestation
2010,S08000032,10 to 13,198,Gestation
2010,S08000015,10 to 13,228,Gestation
2010,S08000020,10 to 13,236,Gestation
2010,S08000030,10 to 13,240,Gestation
2010,S08000024,10 to 13,369,Gestation
2010,S08000031,10 to 13,543,Gestation
2011,S00000000,10 to 13,4,Gestation
2011,S08000025,10 to 13,10,Gestation
2011,S08000016,10 to 13,37,Gestation
2011,S08000017,10 to 13,72,Gestation
2011,S08000022,10 to 13,133,Gestation
2011,S08000019,10 to 13,134,Gestation
2011,S08000015,10 to 13,139,Gestation
2011,S08000032,10 to 13,217,Gestation
2011,S08000030,10 to 13,233,Gestation
2011,S08000020,10 to 13,237,Gestation
2011,S08000029,10 to 13,257,Gestation
2011,S08000024,10 to 13,388,Gestation
2011,S08000031,10 to 13,485,Gestation
2012,S00000000,10 to 13,6,Gestation
2012,S08000025,10 to 13,17,Gestation
2012,S08000016,10 to 13,27,Gestation
2012,S08000017,10 to 13,50,Gestation
2012,S08000022,10 to 13,85,Gestation
2012,S08000019,10 to 13,118,Gestation
2012,S08000015,10 to 13,125,Gestation
2012,S08000029,10 to 13,128,Gestation
2012,S08000030,10 to 13,181,Gestation
2012,S08000032,10 to 13,191,Gestation
2012,S08000020,10 to 13,257,Gestation
2012,S08000024,10 to 13,373,Gestation
2012,S08000031,10 to 13,455,Gestation
2013,S00000000,10 to 13,6,Gestation
2013,S08000016,10 to 13,17,Gestation
2013,S08000017,10 to 13,55,Gestation
2013,S08000022,10 to 13,92,Gestation
2013,S08000015,10 to 13,109,Gestation
2013,S08000029,10 to 13,115,Gestation
2013,S08000030,10 to 13,136,Gestation
2013,S08000019,10 to 13,167,Gestation
2013,S08000032,10 to 13,194,Gestation
2013,S08000020,10 to 13,245,Gestation
2013,S08000024,10 to 13,273,Gestation
2013,S08000031,10 to 13,455,Gestation
2013,S08000025,10 to 13,*,Gestation
2014,S00000000,10 to 13,1,Gestation
2014,S08000025,10 to 13,10,Gestation
2014,S08000016,10 to 13,25,Gestation
2014,S08000017,10 to 13,58,Gestation
2014,S08000022,10 to 13,89,Gestation
2014,S08000029,10 to 13,104,Gestation
2014,S08000015,10 to 13,109,Gestation
2014,S08000030,10 to 13,138,Gestation
2014,S08000019,10 to 13,145,Gestation
2014,S08000032,10 to 13,151,Gestation
2014,S08000020,10 to 13,191,Gestation
2014,S08000024,10 to 13,326,Gestation
2014,S08000031,10 to 13,376,Gestation
2015,S00000000,10 to 13,2,Gestation
2015,S08000025,10 to 13,10,Gestation
2015,S08000017,10 to 13,50,Gestation
2015,S08000022,10 to 13,85,Gestation
2015,S08000029,10 to 13,102,Gestation
2015,S08000015,10 to 13,103,Gestation
2015,S08000019,10 to 13,121,Gestation
2015,S08000030,10 to 13,145,Gestation
2015,S08000032,10 to 13,172,Gestation
2015,S08000020,10 to 13,192,Gestation
2015,S08000024,10 to 13,298,Gestation
2015,S08000031,10 to 13,413,Gestation
2015,S08000016,10 to 13,*,Gestation
2016,S08000025,10 to 13,10,Gestation
2016,S08000016,10 to 13,21,Gestation
2016,S08000017,10 to 13,48,Gestation
2016,S08000022,10 to 13,81,Gestation
2016,S08000029,10 to 13,95,Gestation
2016,S08000015,10 to 13,103,Gestation
2016,S08000019,10 to 13,125,Gestation
2016,S08000030,10 to 13,137,Gestation
2016,S08000032,10 to 13,167,Gestation
2016,S08000020,10 to 13,172,Gestation
2016,S08000024,10 to 13,260,Gestation
2016,S08000031,10 to 13,401,Gestation
2017,S00000000,10 to 13,4,Gestation
2017,S08000025,10 to 13,15,Gestation
2017,S08000016,10 to 13,17,Gestation
2017,S08000017,10 to 13,57,Gestation
2017,S08000022,10 to 13,85,Gestation
2017,S08000015,10 to 13,93,Gestation
2017,S08000019,10 to 13,100,Gestation
2017,S08000029,10 to 13,135,Gestation
2017,S08000020,10 to 13,179,Gestation
2017,S08000032,10 to 13,192,Gestation
2017,S08000030,10 to 13,213,Gestation
2017,S08000024,10 to 13,262,Gestation
2017,S08000031,10 to 13,483,Gestation
2018,S00000000,10 to 13,2,Gestation
2018,S08000025,10 to 13,8,Gestation
2018,S08000016,10 to 13,30,Gestation
2018,S08000017,10 to 13,38,Gestation
2018,S08000022,10 to 13,109,Gestation
2018,S08000019,10 to 13,119,Gestation
2018,S08000015,10 to 13,134,Gestation
2018,S08000029,10 to 13,135,Gestation
2018,S08000020,10 to 13,156,Gestation
2018,S08000030,10 to 13,172,Gestation
2018,S08000024,10 to 13,224,Gestation
2018,S08000032,10 to 13,227,Gestation
2018,S08000031,10 to 13,460,Gestation
2019,S00000000,10 to 13,3,Gestation
2019,S08000025,10 to 13,21,Gestation
2019,S08000016,10 to 13,21,Gestation
2019,S08000017,10 to 13,26,Gestation
2019,S08000022,10 to 13,104,Gestation
2019,S08000015,10 to 13,116,Gestation
2019,S08000019,10 to 13,126,Gestation
2019,S08000020,10 to 13,154,Gestation
2019,S08000029,10 to 13,179,Gestation
2019,S08000032,10 to 13,192,Gestation
2019,S08000030,10 to 13,194,Gestation
2019,S08000024,10 to 13,203,Gestation
2019,S08000031,10 to 13,374,Gestation
2020,S00000000,10 to 13,1,Gestation
2020,S08000025,10 to 13,12,Gestation
2020,S08000016,10 to 13,22,Gestation
2020,S08000017,10 to 13,38,Gestation
2020,S08000022,10 to 13,62,Gestation
2020,S08000019,10 to 13,87,Gestation
2020,S08000015,10 to 13,90,Gestation
2020,S08000020,10 to 13,98,Gestation
2020,S08000030,10 to 13,115,Gestation
2020,S08000032,10 to 13,122,Gestation
2020,S08000029,10 to 13,126,Gestation
2020,S08000024,10 to 13,177,Gestation
2020,S08000031,10 to 13,238,Gestation
1992,S00000000,14 to 17,4,Gestation
1992,S08000016,14 to 17,19,Gestation
1992,S08000032,14 to 17,25,Gestation
1992,S08000019,14 to 17,28,Gestation
1992,S08000022,14 to 17,35,Gestation
1992,S08000015,14 to 17,36,Gestation
1992,S08000029,14 to 17,44,Gestation
1992,S08000030,14 to 17,60,Gestation
1992,S08000020,14 to 17,89,Gestation
1992,S08000031,14 to 17,126,Gestation
1992,S08000024,14 to 17,143,Gestation
1992,S08000025,14 to 17,*,Gestation
1992,S08000017,14 to 17,*,Gestation
1993,S08000019,14 to 17,24,Gestation
1993,S08000015,14 to 17,26,Gestation
1993,S08000032,14 to 17,29,Gestation
1993,S08000022,14 to 17,33,Gestation
1993,S08000029,14 to 17,57,Gestation
1993,S08000030,14 to 17,65,Gestation
1993,S08000020,14 to 17,82,Gestation
1993,S08000024,14 to 17,128,Gestation
1993,S08000031,14 to 17,131,Gestation
1993,S08000025,14 to 17,*,Gestation
1993,S08000016,14 to 17,*,Gestation
1993,S08000017,14 to 17,*,Gestation
1994,S00000000,14 to 17,2,Gestation
1994,S08000017,14 to 17,6,Gestation
1994,S08000016,14 to 17,14,Gestation
1994,S08000022,14 to 17,32,Gestation
1994,S08000032,14 to 17,32,Gestation
1994,S08000015,14 to 17,34,Gestation
1994,S08000019,14 to 17,37,Gestation
1994,S08000029,14 to 17,46,Gestation
1994,S08000030,14 to 17,61,Gestation
1994,S08000020,14 to 17,68,Gestation
1994,S08000031,14 to 17,136,Gestation
1994,S08000024,14 to 17,148,Gestation
1994,S08000025,14 to 17,*,Gestation
1995,S08000016,14 to 17,5,Gestation
1995,S08000015,14 to 17,24,Gestation
1995,S08000022,14 to 17,32,Gestation
1995,S08000032,14 to 17,39,Gestation
1995,S08000029,14 to 17,52,Gestation
1995,S08000030,14 to 17,65,Gestation
1995,S08000020,14 to 17,69,Gestation
1995,S08000024,14 to 17,98,Gestation
1995,S08000031,14 to 17,113,Gestation
1995,S08000025,14 to 17,*,Gestation
1995,S08000017,14 to 17,*,Gestation
1995,S08000019,14 to 17,*,Gestation
1996,S00000000,14 to 17,1,Gestation
1996,S08000017,14 to 17,8,Gestation
1996,S08000016,14 to 17,9,Gestation
1996,S08000019,14 to 17,18,Gestation
1996,S08000015,14 to 17,21,Gestation
1996,S08000022,14 to 17,31,Gestation
1996,S08000032,14 to 17,41,Gestation
1996,S08000029,14 to 17,53,Gestation
1996,S08000030,14 to 17,58,Gestation
1996,S08000020,14 to 17,72,Gestation
1996,S08000031,14 to 17,135,Gestation
1996,S08000024,14 to 17,143,Gestation
1996,S08000025,14 to 17,*,Gestation
1997,S00000000,14 to 17,1,Gestation
1997,S08000017,14 to 17,14,Gestation
1997,S08000016,14 to 17,16,Gestation
1997,S08000015,14 to 17,24,Gestation
1997,S08000032,14 to 17,26,Gestation
1997,S08000019,14 to 17,31,Gestation
1997,S08000022,14 to 17,36,Gestation
1997,S08000029,14 to 17,53,Gestation
1997,S08000030,14 to 17,65,Gestation
1997,S08000020,14 to 17,78,Gestation
1997,S08000031,14 to 17,104,Gestation
1997,S08000024,14 to 17,106,Gestation
1997,S08000025,14 to 17,*,Gestation
1998,S00000000,14 to 17,2,Gestation
1998,S08000017,14 to 17,12,Gestation
1998,S08000022,14 to 17,26,Gestation
1998,S08000019,14 to 17,30,Gestation
1998,S08000015,14 to 17,39,Gestation
1998,S08000032,14 to 17,43,Gestation
1998,S08000020,14 to 17,61,Gestation
1998,S08000029,14 to 17,64,Gestation
1998,S08000030,14 to 17,66,Gestation
1998,S08000031,14 to 17,103,Gestation
1998,S08000024,14 to 17,143,Gestation
1998,S08000025,14 to 17,*,Gestation
1998,S08000016,14 to 17,*,Gestation
1999,S08000025,14 to 17,9,Gestation
1999,S08000017,14 to 17,14,Gestation
1999,S08000019,14 to 17,24,Gestation
1999,S08000015,14 to 17,31,Gestation
1999,S08000022,14 to 17,43,Gestation
1999,S08000030,14 to 17,47,Gestation
1999,S08000029,14 to 17,48,Gestation
1999,S08000032,14 to 17,77,Gestation
1999,S08000020,14 to 17,93,Gestation
1999,S08000031,14 to 17,113,Gestation
1999,S08000024,14 to 17,130,Gestation
1999,S08000016,14 to 17,*,Gestation
2000,S00000000,14 to 17,1,Gestation
2000,S08000017,14 to 17,17,Gestation
2000,S08000019,14 to 17,17,Gestation
2000,S08000015,14 to 17,20,Gestation
2000,S08000022,14 to 17,33,Gestation
2000,S08000029,14 to 17,49,Gestation
2000,S08000030,14 to 17,58,Gestation
2000,S08000032,14 to 17,69,Gestation
2000,S08000020,14 to 17,71,Gestation
2000,S08000031,14 to 17,98,Gestation
2000,S08000024,14 to 17,136,Gestation
2000,S08000025,14 to 17,*,Gestation
2000,S08000016,14 to 17,*,Gestation
2001,S08000017,14 to 17,16,Gestation
2001,S08000015,14 to 17,24,Gestation
2001,S08000019,14 to 17,24,Gestation
2001,S08000022,14 to 17,28,Gestation
2001,S08000029,14 to 17,40,Gestation
2001,S08000030,14 to 17,49,Gestation
2001,S08000032,14 to 17,50,Gestation
2001,S08000020,14 to 17,84,Gestation
2001,S08000031,14 to 17,122,Gestation
2001,S08000024,14 to 17,142,Gestation
2001,S08000025,14 to 17,*,Gestation
2001,S08000016,14 to 17,*,Gestation
2002,S08000025,14 to 17,5,Gestation
2002,S08000016,14 to 17,5,Gestation
2002,S08000017,14 to 17,12,Gestation
2002,S08000019,14 to 17,19,Gestation
2002,S08000022,14 to 17,29,Gestation
2002,S08000015,14 to 17,31,Gestation
2002,S08000029,14 to 17,40,Gestation
2002,S08000030,14 to 17,61,Gestation
2002,S08000032,14 to 17,81,Gestation
2002,S08000020,14 to 17,121,Gestation
2002,S08000024,14 to 17,123,Gestation
2002,S08000031,14 to 17,135,Gestation
2003,S08000016,14 to 17,6,Gestation
2003,S08000017,14 to 17,13,Gestation
2003,S08000019,14 to 17,20,Gestation
2003,S08000015,14 to 17,28,Gestation
2003,S08000029,14 to 17,36,Gestation
2003,S08000030,14 to 17,75,Gestation
2003,S08000032,14 to 17,112,Gestation
2003,S08000020,14 to 17,114,Gestation
2003,S08000031,14 to 17,116,Gestation
2003,S08000024,14 to 17,146,Gestation
2003,S08000025,14 to 17,*,Gestation
2003,S08000022,14 to 17,*,Gestation
2004,S00000000,14 to 17,2,Gestation
2004,S08000025,14 to 17,7,Gestation
2004,S08000017,14 to 17,18,Gestation
2004,S08000022,14 to 17,30,Gestation
2004,S08000029,14 to 17,31,Gestation
2004,S08000019,14 to 17,35,Gestation
2004,S08000015,14 to 17,37,Gestation
2004,S08000030,14 to 17,68,Gestation
2004,S08000020,14 to 17,85,Gestation
2004,S08000032,14 to 17,119,Gestation
2004,S08000031,14 to 17,125,Gestation
